,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,mean,mesh
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,22,32,44,33,42,30,15,23,17,7,4,4,6,3,5,6,4,3,0,1,1,1,0,0,1,1,1,1,0,4.426666666666667,RNA Probes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,2,2,1,3,0,0,2,1,0,1,0,2,2,4,0,1,1,0.5866666666666667,Photosensitivity Disorders
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,1,2,1,2,1,0,0,0,3,1,3,2,1,0,0.3333333333333333,Lactoferrin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,2,1,0,1,1,1,2,0,1,2,3,1,3,3,1,1,2,2,2,0,3,3,3,0,2,1,1,0,1,1,1,2,5,0,0.7866666666666666,alpha 1-Antitrypsin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,1,1,3,1,1,1,0,0.21333333333333335,"Heterocyclic Compounds, 2-Ring"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0.26666666666666666,Mercaptopurine
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,40,62,47,46,55,65,10,4.706666666666667,Optical Imaging
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,0,4,0,1,1,1,4,2,2,0,0,0,0,0,0,0,1,0,4,1,2,1,0,0,0,1,0.4533333333333333,"Mammary Neoplasms, Experimental"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0.13333333333333333,Solute Carrier Family 22 Member 5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,7,5,10,12,14,11,13,16,13,1,1.56,Venous Thromboembolism
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,6,32,58,56,98,67,68,69,98,130,133,190,133,140,171,317,244,236,248,248,193,195,243,191,90,8,49.053333333333335,Linear Models
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,2,0,2,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,2,1,0,1,1,0,1,2,2,4,5,4,1,3,4,2,3,6,5,7,8,7,12,13,15,9,4,3,5,2,4,5,4,3,4,0,2.506666666666667,Urine
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,6,11,9,6,2,6,4,11,11,18,8,13,15,6,7,34,23,24,28,35,56,52,78,96,99,111,136,172,205,211,224,219,232,235,268,301,358,314,217,90,88,69,41,41,35,24,17,23,20,18,7,8,4,0,58.013333333333335,Cell Division
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,1,2,4,3,4,3,4,1,3,3,3,1,1,0,0.6266666666666667,Cholesterol 24-Hydroxylase
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,0,0,0,0,0,8,5,8,1,0,1,3,0,0,1,2,0,2,6,13,18,17,1,2,1,5,87,248,260,377,345,390,543,558,587,552,574,657,674,703,628,413,417,378,342,311,272,243,159,120,12,132.72,Enzyme Inhibitors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0.09333333333333334,Mycobacterium avium subsp. paratuberculosis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,5,0,0.30666666666666664,Vascular Remodeling
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,7,7,10,7,3,4,8,4,3,4,5,1,2,1,1,1.0533333333333332,Bcl-2-Like Protein 11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333333333334,Second Harmonic Generation Microscopy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,6,16,18,31,53,53,68,92,79,111,111,177,158,141,178,145,154,81,108,100,103,75,54,50,41,45,22,24,20,4,31.053333333333335,Recombinant Fusion Proteins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,3,1,2,7,2,2,0,6,8,1,0,5,1,3,5,5,4,3,5,1,1,0.96,Netrins
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2,1,3,3,3,3,0,0,1,0,3,1,0,5,1,2,1,0,1,1,1,3,3,4,8,2,1,3,5,3,1,3,1,6,3,4,2,3,3,3,3,2,3,1,2,3,2,3,2,0,1.6133333333333333,Gonadotropins
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,14,28,32,38,51,39,31,49,44,44,41,53,50,60,42,50,38,57,51,31,36,39,1,12.506666666666666,"Event-Related Potentials, P300"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,2,0,1,2,1,0,0,2,1,1,1,2,0,1,1,2,0,0.29333333333333333,Steroid 17-alpha-Hydroxylase
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.04,Race Factors
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,5,16,26,32,19,29,28,34,34,40,21,27,24,41,36,37,37,34,14,1,7.373333333333333,Excitatory Amino Acid Transporter 2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,2,1,0,0,2,0,0.22666666666666666,Bile Ducts
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,7,2,2,2,2,1,0,0.29333333333333333,Epoetin Alfa
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,1,2,0,4,8,1,4,2,3,4,9,15,9,15,13,7,9,5,5,8,6,6,4,6,2,3,4,4,14,8,2,3,2,6,7,3,2,4,6,1,2,1,3.04,DNA Replication
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,0,4,3,1,3,2,3,2,0,0,2,1,2,1,3,3,3,3,2,5,2,1,1,3,1,1,1,2,1,7,2,2,3,2,2,2,1,2,2,6,0,1.36,Osteoma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,4,1,0,1,3,3,0,13,7,6,9,5,2,5,8,8,8,8,12,3,1,1,1.5333333333333334,Fruit
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,7,10,12,14,17,20,45,61,49,50,39,78,66,120,157,154,204,260,258,300,308,342,338,343,337,343,318,267,330,312,260,222,30,75.78666666666666,Pain Measurement
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,1,4,0,3,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0.3333333333333333,Timolol
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0.09333333333333334,Superstitions
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,3,5,6,2,10,7,3,6,9,12,6,5,5,3,3,12,2,4,7,15,4,2,5,5,4,7,8,7,8,4,6,11,12,2,12,9,8,10,4,10,7,4,7,11,7,7,3,6,7,14,10,13,4,9,3,5.08,Electrocoagulation
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333333333334,Reproductive Rights
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,6,3,6,7,6,16,12,12,17,18,16,17,18,24,23,15,36,12,19,4,24,18,13,12,16,12,0,5.1866666666666665,Pregnanolone
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.02666666666666667,Livestock
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,5,5,3,5,1,2,3,3,3,1,1,1,1,0,0.6,Caveolae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,1,1,1,2,4,2,5,3,3,4,1,0,1,8,4,1,6,2,0,0.8,"Protein Tyrosine Phosphatase, Non-Receptor Type 11"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,2,2,2,2,2,0,0.24,Nutrition Therapy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,1,1,0,0,0,1,1,1,1,0,0,0,2,0,2,1,2,2,2,2,1,2,3,4,5,0,2,2,3,5,4,1,1,2,0,2,2,2,5,1,2,5,0,4,2,0,1.16,Mouth Mucosa
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,1,4,2,3,3,2,3,5,2,2,0,0,0,0,1,0,0,5,2,1,5,1,3,7,0,5,3,1,5,3,5,7,7,2,4,9,7,5,13,3,1.8533333333333333,Antifibrinolytic Agents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,1,2,2,2,3,1,4,2,1,0,0.38666666666666666,Papio anubis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,6,11,0,0.49333333333333335,Polymicrogyria
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,1,4,0,0,2,2,3,3,7,13,10,4,5,3,5,2,9,0,8,7,7,3,4,3,3,2,1,8,4,4,2,7,4,7,12,12,16,5,9,11,5,20,14,11,5,11,9,6,5,4.1066666666666665,Renal Dialysis
0,1,1,2,0,0,4,1,0,0,0,0,1,0,0,0,3,1,0,11,2,3,25,5,12,12,9,17,14,15,19,12,10,9,18,39,14,18,20,18,17,23,23,22,27,32,45,65,73,84,142,105,97,105,81,97,125,132,139,138,133,191,202,189,215,255,246,250,255,231,200,266,239,277,272,17,71.01333333333334,Craniotomy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013333333333333334,Metipranolol
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,148,307,318,336,352,267,290,242,215,35,33.61333333333334,Neural Stem Cells
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0.09333333333333334,Child Health
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,1,0,4,1,0,0,0,3,2,2,1,1,0,2,1,0,0,0,1,0,2,0,0.37333333333333335,Complement C3d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,15,13,14,18,32,33,16,13,23,5,6,1,4,1,1,2,0,3,0,3,0,3,1,4,0,3.2133333333333334,3T3 Cells
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,2,1,3,2,4,7,8,5,7,9,7,6,9,14,7,14,10,19,18,17,15,13,2,2.7333333333333334,Happiness
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,7,5,5,7,5,8,4,3,6,1,3,0,1,1,3,1,1,0,2,2,3,2,0,1,0,1.12,Lymphotoxin-alpha
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,2,2,0,0,0,1,1,3,1,1,1,3,5,4,8,7,13,3,6,6,8,4,1.2533333333333334,Anesthesiology
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,1,2,1,2,0,1,2,0,1,2,3,0,1,4,2,6,1,3,3,4,5,4,5,5,6,2,14,11,5,6,15,13,29,17,15,29,22,23,18,33,52,26,35,24,23,22,23,28,16,13,1,7.8533333333333335,"History, 17th Century"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,11,11,10,10,4,15,6,2,1,0,0,1,0,3,4,4,4,6,5,5,3,1,2,2,3,2,2,1,0,1,0,1,1.8133333333333332,"Antigens, Differentiation, T-Lymphocyte"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,4,7,1,3,2,1,0,0,0,1,1,0,0,0,1,0,0.4266666666666667,"Anticipation, Genetic"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5,0,2,2,4,3,2,3,1,0,1,1,0,2,0,0.4533333333333333,Sweat
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,2,0,1,0,0,1,0,2,2,0,0.21333333333333335,Salivary Proteins and Peptides
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,5,3,3,5,3,4,7,3,5,0,1,1,1,6,2,2,4,3,1,3,1,7,8,6,6,3,0,1.3333333333333333,Calcitriol
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,3,0,0,2,0,0,0,1,1,2,0,1,0,0.22666666666666666,Public Sector
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,54,60,12,2.3066666666666666,Neurologists
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,4,3,8,4,4,2,9,3,6,5,4,11,2,3,13,9,6,15,17,13,21,28,22,34,26,20,21,29,24,40,22,29,21,33,26,15,19,8,2,7.973333333333334,"Seizures, Febrile"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,9,13,11,16,1,0.76,Social Media
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,7,6,7,7,6,2,6,9,3,6,7,8,10,7,6,2,6,3,2,0,1.6,Bone Morphogenetic Protein 4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,7,4,1,2,8,6,6,3,7,4,6,9,7,1.0,Focus Groups
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,12,5,11,10,11,11,16,18,29,18,24,26,15,18,9,13,14,27,27,29,28,59,37,31,23,47,45,42,42,59,43,31,42,32,39,34,35,36,39,36,28,25,36,36,32,48,39,30,41,38,24,32,19,31,18,24,7,21.826666666666668,Gangliosides
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,9,21,23,22,24,26,18,22,18,36,25,32,19,43,29,34,44,40,35,38,46,54,55,53,70,67,83,118,110,138,160,187,195,210,205,233,214,239,200,205,183,187,155,140,134,140,117,179,146,136,107,106,16,68.70666666666666,Pedigree
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,2,2,1,2,1,1,0,1,1,0,0,0,0,1,0,0,2,0,0.26666666666666666,Glycopyrrolate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,3,3,3,1,4,3,2,6,2,3,7,2,2,2,6,0,0.7466666666666667,"Pathology, Clinical"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,0,10,2,6,12,7,8,8,22,23,20,18,26,17,36,35,31,8,3.973333333333333,Telemedicine
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,2,1,1,5,3,4,6,6,3,8,14,11,5,17,20,18,19,27,16,13,14,14,11,24,18,2,4.0,Nerve Transfer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,10,17,14,7,10,12,16,15,12,3,18,29,25,8,23,26,12,28,30,25,62,40,92,113,73,151,120,76,111,123,104,136,237,296,227,248,339,406,427,472,621,581,680,757,765,768,709,736,700,543,76,148.49333333333334,rehabilitation
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,1,4,3,1,3,2,7,8,2,3,1,3,2,5,4,2,4,6,5,4,6,9,8,9,8,6,11,15,14,18,17,23,17,24,22,16,14,22,15,17,17,21,17,12,11,13,15,12,17,22,16,12,2,7.4,Lymph Nodes
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,0,1,1,2,3,0,0,1,1,2,0,2,2,1,1,1,2,0,0,0,3,1,2,0,5,2,5,0,3,1,4,4,4,3,2,3,2,3,2,4,3,5,0,1.1866666666666668,Marfan Syndrome
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,1,3,2,2,3,1,4,2,2,1,0.38666666666666666,"Defibrillators, Implantable"
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,3,0,2,1,2,1,3,0,1,0,0,0,6,2,2,3,2,2,3,1,7,3,0,2,1,3,1,1,2,0,2,5,6,9,10,9,8,4,15,18,14,16,13,23,35,61,31,46,49,29,0,6.173333333333333,Hearing Tests
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,8,10,9,9,6,11,10,7,14,4,5,11,8,14,12,24,21,28,19,12,13,10,7,4,3.8533333333333335,Glucose Transporter Type 1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,5,1,5,8,15,8,23,17,12,15,18,17,17,17,10,12,14,17,2,9,2,2,4,0,3.466666666666667,Uncoupling Agents
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,0,1,1,2,0,1,1,0,0,0,1,0,0,2,0,0.22666666666666666,Hair Diseases
