pmid	ForeName	LastName	Initials	order	Affiliation
31564592	Alex L	Kolodkin	AL	6	Solomon H. Snyder Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA. Electronic address: kolodkin@jhmi.edu.
31564591	Lucas	Pinto	L	1	Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA.
31564591	Kanaka	Rajan	K	2	Joseph Henry Laboratories of Physics and Lewis-Sigler Institute for Integrative Genomics, Princeton University, Princeton, NJ 08544, USA; Department of Neuroscience and Friedman Brain Institute, Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, New York, NY 10014, USA.
31564591	Brian	DePasquale	B	3	Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA.
31564591	Stephan Y	Thiberge	SY	4	Bezos Center for Neural Dynamics, Princeton University, Princeton, NJ 08544, USA.
31564591	David W	Tank	DW	5	Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA; Bezos Center for Neural Dynamics, Princeton University, Princeton, NJ 08544, USA; Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA. Electronic address: dwtank@princeton.edu.
31564591	Carlos D	Brody	CD	6	Princeton Neuroscience Institute, Princeton University, Princeton, NJ 08544, USA; Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA; Howard Hughes Medical Institute, Princeton University, Princeton, NJ 08544, USA. Electronic address: brody@princeton.edu.
31563294	Varun	Chokshi	V	1	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA; Cell Molecular Developmental Biology and Biophysics (CMDB) Graduate Program, Johns Hopkins University, Baltimore, MD 21218, USA.
31563294	Ming	Gao	M	2	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA.
31563294	Bryce D	Grier	BD	3	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA; The Solomon H. Snyder Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA.
31563294	Ashley	Owens	A	4	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA.
31563294	Hui	Wang	H	5	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA.
31563294	Paul F	Worley	PF	6	The Solomon H. Snyder Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA.
31563294	Hey-Kyoung	Lee	HK	7	The Zanvyl Krieger Mind/Brain Institute, Johns Hopkins University, Baltimore, MD 21218, USA; Cell Molecular Developmental Biology and Biophysics (CMDB) Graduate Program, Johns Hopkins University, Baltimore, MD 21218, USA; The Solomon H. Snyder Department of Neuroscience, Johns Hopkins School of Medicine, Baltimore, MD 21205, USA; Kavli Neuroscience Discovery Institute, Johns Hopkins University, Baltimore, MD 21218, USA. Electronic address: heykyounglee@jhu.edu.
31561919	Alexandra	Gribizis	A	1	Department of Neuroscience, Yale University School of Medicine, New Haven, CT 06510, USA.
31561919	Xinxin	Ge	X	2	Department of Neuroscience, Yale University School of Medicine, New Haven, CT 06510, USA.
31561919	Tanya L	Daigle	TL	3	Allen Institute for Brain Science, Seattle, WA 98109, USA.
31561919	James B	Ackman	JB	4	Department of Molecular, Cell, and Developmental Biology, University of California, Santa Cruz, Santa Cruz, CA 95064, USA.
31561919	Hongkui	Zeng	H	5	Allen Institute for Brain Science, Seattle, WA 98109, USA.
31561919	Daeyeol	Lee	D	6	Department of Neuroscience, Yale University School of Medicine, New Haven, CT 06510, USA.
31561919	Michael C	Crair	MC	7	Department of Neuroscience, Yale University School of Medicine, New Haven, CT 06510, USA. Electronic address: michael.crair@yale.edu.
31558350	Nelson	Rebola	N	1	Institut Pasteur, Dynamic Neuronal Imaging Unit, CNRS UMR 3571, Paris, France.
31558350	Maria	Reva	M	2	Institut Pasteur, Dynamic Neuronal Imaging Unit, CNRS UMR 3571, Paris, France.
31558350	Tekla	Kirizs	T	3	Laboratory of Cellular Neurophysiology, Institute of Experimental Medicine, Hungarian Academy of Sciences, Budapest, Hungary.
31558350	Miklos	Szoboszlay	M	4	Laboratory of Cellular Neurophysiology, Institute of Experimental Medicine, Hungarian Academy of Sciences, Budapest, Hungary.
31558350	Andrea	Lőrincz	A	5	Laboratory of Cellular Neurophysiology, Institute of Experimental Medicine, Hungarian Academy of Sciences, Budapest, Hungary.
31558350	Gael	Moneron	G	6	Institut Pasteur, Dynamic Neuronal Imaging Unit, CNRS UMR 3571, Paris, France.
31558350	Zoltan	Nusser	Z	7	Laboratory of Cellular Neurophysiology, Institute of Experimental Medicine, Hungarian Academy of Sciences, Budapest, Hungary. Electronic address: nusser.zoltan@koki.mta.hu.
31558350	David A	DiGregorio	DA	8	Institut Pasteur, Dynamic Neuronal Imaging Unit, CNRS UMR 3571, Paris, France. Electronic address: david.digregorio@pasteur.fr.
31557462	Cathryn R	Cadwell	CR	1	Department of Anatomic Pathology, University of California, San Francisco, San Francisco, CA 94143, USA.
31557462	Aparna	Bhaduri	A	2	Department of Neurology, University of California, San Francisco, San Francisco, CA 94122, USA; The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research at the University of California, San Francisco, San Francisco, CA 94143, USA.
31557462	Mohammed A	Mostajo-Radji	MA	3	Department of Neurology, University of California, San Francisco, San Francisco, CA 94122, USA; The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research at the University of California, San Francisco, San Francisco, CA 94143, USA.
31557462	Matthew G	Keefe	MG	4	Developmental and Stem Cell Biology Graduate Program, University of California, San Francisco, San Francisco, CA 94143, USA; Department of Anatomy, University of California, San Francisco, San Francisco, CA 94143, USA; Department of Psychiatry, University of California, San Francisco, San Francisco, CA 94143, USA.
31557462	Tomasz J	Nowakowski	TJ	5	The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research at the University of California, San Francisco, San Francisco, CA 94143, USA; Department of Anatomy, University of California, San Francisco, San Francisco, CA 94143, USA; Department of Psychiatry, University of California, San Francisco, San Francisco, CA 94143, USA. Electronic address: tomasz.nowakowski@ucsf.edu.
31557461	Fabian H	Sinz	FH	1	Institute Bioinformatics and Medical Informatics (IBMI), University of Tübingen, Germany; Bernstein Center for Computational Neuroscience, University of Tübingen, Germany; Center for Neuroscience and Artificial Intelligence, BCM, Houston, TX, USA. Electronic address: fabian.sinz@uni-tuebingen.de.
31557461	Xaq	Pitkow	X	2	Department of Neuroscience, Baylor College of Medicine, Houston, TX, USA; Center for Neuroscience and Artificial Intelligence, BCM, Houston, TX, USA; Department of Electrical and Computer Engineering, Rice University, Houston, TX, USA.
31557461	Jacob	Reimer	J	3	Department of Neuroscience, Baylor College of Medicine, Houston, TX, USA; Center for Neuroscience and Artificial Intelligence, BCM, Houston, TX, USA.
31557461	Matthias	Bethge	M	4	Bernstein Center for Computational Neuroscience, University of Tübingen, Germany; Centre for Integrative Neuroscience, University of Tübingen, Germany; Institute for Theoretical Physics, University of Tübingen, Germany; Max Planck Institute for Biological Cybernetics, Tübingen, Germany; Center for Neuroscience and Artificial Intelligence, BCM, Houston, TX, USA.
31557461	Andreas S	Tolias	AS	5	Department of Neuroscience, Baylor College of Medicine, Houston, TX, USA; Center for Neuroscience and Artificial Intelligence, BCM, Houston, TX, USA; Department of Electrical and Computer Engineering, Rice University, Houston, TX, USA. Electronic address: astolias@bcm.edu.
31557460	Keith	Humphreys	K	1	Veterans Affairs Palo Alto Health Care System, Palo Alto, CA, USA; Department of Psychiatry, Stanford University School of Medicine, Stanford, CA, USA; Wu Tsai Neurosciences Institute, Stanford University, Stanford, CA, USA. Electronic address: knh@stanford.edu.
31557459	Paul L	Greer	PL	1	Program in Molecular Medicine, University of Massachusetts Medical School, Worcester, MA 01605, USA.
31557459	Melanie A	Samuel	MA	2	Huffington Center on Aging and Department of Neuroscience, Baylor College of Medicine, Houston, TX 77030, USA. Electronic address: msamuel@bcm.edu.
31557458	Aaron L	Wong	AL	1	Moss Rehabilitation Research Institute, Elkins Park, PA 19027, USA. Electronic address: wongaaro@einstein.edu.
31557458	John W	Krakauer	JW	2	Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA; Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA.
31557457	Kevin J	Monk	KJ	1	The Solomon H. Snyder Department of Neuroscience, The Johns Hopkins University School of Medicine, 725 N. Wolfe Street, Baltimore, MD 21205, USA; Kavli Neuroscience Discovery Institute, The Johns Hopkins University School of Medicine, 725 N. Wolfe Street, Baltimore, MD 21205, USA.
31557457	Marshall G	Hussain Shuler	MG	2	The Solomon H. Snyder Department of Neuroscience, The Johns Hopkins University School of Medicine, 725 N. Wolfe Street, Baltimore, MD 21205, USA; Kavli Neuroscience Discovery Institute, The Johns Hopkins University School of Medicine, 725 N. Wolfe Street, Baltimore, MD 21205, USA. Electronic address: shuler@jhmi.edu.
31557456	Zilong	Wang	Z	1	Center for Translational Pain Medicine, Department of Anesthesiology, Duke University Medical Center, Durham, NC 27710, USA.
31557456	Christopher R	Donnelly	CR	2	Center for Translational Pain Medicine, Department of Anesthesiology, Duke University Medical Center, Durham, NC 27710, USA.
31557456	Ru-Rong	Ji	RR	3	Center for Translational Pain Medicine, Department of Anesthesiology, Duke University Medical Center, Durham, NC 27710, USA; Department of Neurobiology, Duke University Medical Center, Durham, NC 27710, USA; Department of Cell Biology, Duke University Medical Center, Durham, NC 27710, USA. Electronic address: ru-rong.ji@duke.edu.
31557455	Cian	O'Donnell	C	1	Bristol Computational Neuroscience Unit, School of Computer Science, Electrical and Electronic Engineering, and Engineering Mathematics, University of Bristol, Bristol, UK. Electronic address: cian.odonnell@bristol.ac.uk.
31557454	Hauke B	Werner	HB	1	Department of Neurogenetics, Max Planck Institute of Experimental Medicine, 37075 Göttingen, Germany.
31557454	Klaus-Armin	Nave	KA	2	Department of Neurogenetics, Max Planck Institute of Experimental Medicine, 37075 Göttingen, Germany. Electronic address: nave@em.mpg.de.
31543297	Yu	Kasugai	Y	1	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Elisabeth	Vogel	E	2	Friedrich Miescher Institute for Biomedical Research, Basel 4058, Switzerland.
31543297	Heide	Hörtnagl	H	3	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Sabine	Schönherr	S	4	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Enrica	Paradiso	E	5	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Markus	Hauschild	M	6	Department of Pharmacology and Toxicology, Institute of Pharmacy and CMBI, University of Innsbruck, Innsbruck 6020, Austria.
31543297	Georg	Göbel	G	7	Department of Medical Statistics, Informatics and Health Economics, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Ivan	Milenkovic	I	8	Center for Brain Research, Department of Molecular Neurosciences, Medical University of Vienna, Vienna 1090, Austria.
31543297	Yvan	Peterschmitt	Y	9	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria; Center for Brain Research, Department of Molecular Neurosciences, Medical University of Vienna, Vienna 1090, Austria.
31543297	Ramon	Tasan	R	10	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Günther	Sperk	G	11	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria.
31543297	Ryuichi	Shigemoto	R	12	Institute of Science and Technology Austria, Klosterneuburg 3400, Austria.
31543297	Werner	Sieghart	W	13	Center for Brain Research, Department of Molecular Neurosciences, Medical University of Vienna, Vienna 1090, Austria.
31543297	Nicolas	Singewald	N	14	Department of Pharmacology and Toxicology, Institute of Pharmacy and CMBI, University of Innsbruck, Innsbruck 6020, Austria.
31543297	Andreas	Lüthi	A	15	Friedrich Miescher Institute for Biomedical Research, Basel 4058, Switzerland; University of Basel, Basel, Switzerland.
31543297	Francesco	Ferraguti	F	16	Department of Pharmacology, Medical University of Innsbruck, Innsbruck 6020, Austria. Electronic address: francesco.ferraguti@i-med.ac.at.
31542321	Peter Dongmin	Sohn	PD	1	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA; Department of Neurology, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Cindy Tzu-Ling	Huang	CT	2	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA; Department of Neurology, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Rui	Yan	R	3	Department of Chemistry, University of California, Berkeley, Berkeley, CA 94720, USA.
31542321	Li	Fan	L	4	Helen and Robert Appel Alzheimer's Disease Research Institute, Weill Cornell Medical Center, New York, NY10021, USA.
31542321	Tara E	Tracy	TE	5	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA; Department of Neurology, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Carolina M	Camargo	CM	6	Neuroscience Research Institute and Department of Molecular, Cellular and Developmental Biology, University of California, Santa Barbara, Santa Barbara, CA 93106, USA.
31542321	Kelly M	Montgomery	KM	7	Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Taylor	Arhar	T	8	Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Sue-Ann	Mok	SA	9	Department of Biochemistry, University of Alberta, Edmonton, AB T6G 2H7, Canada.
31542321	Rebecca	Freilich	R	10	Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Justin	Baik	J	11	Department of Physics, University of California, Berkeley, Berkeley, CA 94720, USA.
31542321	Manni	He	M	12	Department of Chemistry, University of California, Berkeley, Berkeley, CA 94720, USA.
31542321	Shiaoching	Gong	S	13	Helen and Robert Appel Alzheimer's Disease Research Institute, Weill Cornell Medical Center, New York, NY10021, USA.
31542321	Erik D	Roberson	ED	14	Departments of Neurology and Neurobiology, University of Alabama, Birmingham, Birmingham, AL 35294, USA.
31542321	Celeste M	Karch	CM	15	Department of Psychiatry, Washington University School of Medicine, St. Louis, MO 63110, USA.
31542321	Jason E	Gestwicki	JE	16	Department of Pharmaceutical Chemistry, University of California, San Francisco, San Francisco, CA 94158, USA.
31542321	Ke	Xu	K	17	Department of Chemistry, University of California, Berkeley, Berkeley, CA 94720, USA.
31542321	Kenneth S	Kosik	KS	18	Neuroscience Research Institute and Department of Molecular, Cellular and Developmental Biology, University of California, Santa Barbara, Santa Barbara, CA 93106, USA.
31542321	Li	Gan	L	19	Gladstone Institute of Neurological Disease, San Francisco, CA 94158, USA; Department of Neurology, University of California, San Francisco, San Francisco, CA 94158, USA. Electronic address: lig2033@med.cornell.edu.
31540825	Derek J	Huffman	DJ	1	Center for Neuroscience, University of California, Davis, Davis, CA 95618, USA.
31540825	Arne D	Ekstrom	AD	2	Center for Neuroscience, University of California, Davis, Davis, CA 95618, USA; Psychology Department, University of Arizona, Tucson, AZ 85719, USA. Electronic address: adekstrom@email.arizona.edu.
31537465	Sabine	Reichert	S	1	Division of Biosciences, Department of Cell and Developmental Biology, University College London, Gower Street, London WC1E 6BT, UK.
31537465	Oriol	Pavón Arocas	O	2	Division of Biosciences, Department of Cell and Developmental Biology, University College London, Gower Street, London WC1E 6BT, UK.
31537465	Jason	Rihel	J	3	Division of Biosciences, Department of Cell and Developmental Biology, University College London, Gower Street, London WC1E 6BT, UK. Electronic address: j.rihel@ucl.ac.uk.
31522764	Salil Saurav	Pathak	SS	1	Department of Biomedical Sciences, University of Minnesota Medical School, Duluth, MN 55812, USA.
31522764	Dong	Liu	D	2	Department of Biomedical Sciences, University of Minnesota Medical School, Duluth, MN 55812, USA.
31522764	Tianbao	Li	T	3	Department of Molecular Medicine, University of Texas Health Science Center at San Antonio, San Antonio, TX 78229, USA.
31522764	Nuria	de Zavalia	N	4	Center for Studies in Behavioral Neurobiology, Concordia University, Montreal, QC H4B 1R6, Canada.
31522764	Lei	Zhu	L	5	Douglas Mental Health University Institute and Department of Psychiatry, McGill University, Montreal, QC H4H 1R3, Canada.
31522764	Jin	Li	J	6	Department of Biomedical Sciences, University of Minnesota Medical School, Duluth, MN 55812, USA.
31522764	Ramanujam	Karthikeyan	R	7	Department of Biomedical Sciences, University of Minnesota Medical School, Duluth, MN 55812, USA.
31522764	Tommy	Alain	T	8	Children's Hospital of Eastern Ontario Research Institute, Department of Biochemistry, Microbiology and Immunology, University of Ottawa, Ottawa, ON, Canada.
31522764	Andrew C	Liu	AC	9	Department of Physiology and Functional Genomics, University of Florida College of Medicine, Gainesville, FL 32610, USA.
31522764	Kai-Florian	Storch	KF	10	Douglas Mental Health University Institute and Department of Psychiatry, McGill University, Montreal, QC H4H 1R3, Canada.
31522764	Randal J	Kaufman	RJ	11	Degenerative Diseases Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92307, USA.
31522764	Victor X	Jin	VX	12	Department of Molecular Medicine, University of Texas Health Science Center at San Antonio, San Antonio, TX 78229, USA.
31522764	Shimon	Amir	S	13	Center for Studies in Behavioral Neurobiology, Concordia University, Montreal, QC H4B 1R6, Canada. Electronic address: shimon.amir@concordia.ca.
31522764	Nahum	Sonenberg	N	14	Department of Biochemistry and Goodman Cancer Research Center, McGill University, Montreal, QC H3A 1A3, Canada. Electronic address: nahum.sonenberg@mcgill.ca.
31522764	Ruifeng	Cao	R	15	Department of Biomedical Sciences, University of Minnesota Medical School, Duluth, MN 55812, USA; Department of Neuroscience, University of Minnesota Medical School, Minneapolis, MN 55455, USA. Electronic address: rcao@umn.edu.
31521441	Nancy	Padilla-Coreano	N	1	Systems Neuroscience Laboratory, The Salk Institute for Biological Studies, La Jolla, CA 92037, USA.
31521441	Sarah	Canetta	S	2	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA; Division of Molecular Therapeutics, New York State Psychiatric Institute, New York, NY 10032, USA.
31521441	Rachel M	Mikofsky	RM	3	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA.
31521441	Emily	Alway	E	4	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA.
31521441	Johannes	Passecker	J	5	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA; Zuckerman Mind Brain Behavior Institute, New York, NY 10027, USA.
31521441	Maxym V	Myroshnychenko	MV	6	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA.
31521441	Alvaro L	Garcia-Garcia	AL	7	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA.
31521441	Richard	Warren	R	8	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA.
31521441	Eric	Teboul	E	9	Division of Molecular Therapeutics, New York State Psychiatric Institute, New York, NY 10032, USA.
31521441	Dakota R	Blackman	DR	10	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA.
31521441	Mitchell P	Morton	MP	11	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA.
31521441	Sofiya	Hupalo	S	12	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA.
31521441	Kay M	Tye	KM	13	Systems Neuroscience Laboratory, The Salk Institute for Biological Studies, La Jolla, CA 92037, USA.
31521441	Christoph	Kellendonk	C	14	Department of Psychiatry, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA; Department of Pharmacology, Columbia University Medical Center, 1051 Riverside Drive, New York, NY 10032, USA; Division of Molecular Therapeutics, New York State Psychiatric Institute, New York, NY 10032, USA.
31521441	David A	Kupferschmidt	DA	15	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA.
31521441	Joshua A	Gordon	JA	16	Integrative Neuroscience Section, National Institute of Neurological Disorders and Stroke, NIH, Bethesda, MD 20892, USA; National Institute of Mental Health, NIH, Bethesda, MD 20892, USA. Electronic address: joshua.gordon@nih.gov.
31519460	Lina	Smeds	L	1	Faculty of Biological and Environmental Sciences, Molecular and Integrative Biosciences Research Programme, University of Helsinki, 00790 Helsinki, Finland.
31519460	Daisuke	Takeshita	D	2	Faculty of Biological and Environmental Sciences, Molecular and Integrative Biosciences Research Programme, University of Helsinki, 00790 Helsinki, Finland.
31519460	Tuomas	Turunen	T	3	Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland.
31519460	Jussi	Tiihonen	J	4	Faculty of Biological and Environmental Sciences, Molecular and Integrative Biosciences Research Programme, University of Helsinki, 00790 Helsinki, Finland; Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland.
31519460	Johan	Westö	J	5	Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland.
31519460	Nataliia	Martyniuk	N	6	Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland.
31519460	Aarni	Seppänen	A	7	Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland.
31519460	Petri	Ala-Laurila	P	8	Faculty of Biological and Environmental Sciences, Molecular and Integrative Biosciences Research Programme, University of Helsinki, 00790 Helsinki, Finland; Department of Neuroscience and Biomedical Engineering, Aalto University, 02150 Espoo, Finland. Electronic address: petri.ala-laurila@helsinki.fi.
31515109	Alessandro	Sessa	A	1	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy. Electronic address: sessa.alessandro@hsr.it.
31515109	Luca	Fagnocchi	L	2	Istituto Nazionale di Genetica Molecolare &quot;Romeo ed Erica Invernizzi&quot; (INGM), 20122 Milan, Italy; Chromatin Biology &amp; Epigenetics Lab, Department of Cellular, Computational, and Integrative Biology (CIBIO), University of Trento, 38123 Trento, Italy.
31515109	Giuseppina	Mastrototaro	G	3	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Luca	Massimino	L	4	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Mattia	Zaghi	M	5	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Marzia	Indrigo	M	6	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Stefano	Cattaneo	S	7	Neuroimmunology Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Davide	Martini	D	8	Cell and Developmental Biology Unit, Department of Biology, Pisa University, 56127 Pisa, Italy.
31515109	Chiara	Gabellini	C	9	Cell and Developmental Biology Unit, Department of Biology, Pisa University, 56127 Pisa, Italy.
31515109	Cecilia	Pucci	C	10	Cell and Developmental Biology Unit, Department of Biology, Pisa University, 56127 Pisa, Italy; Sant'Anna School of Advanced Studies, 56127 Pisa, Italy.
31515109	Alessandra	Fasciani	A	11	Chromatin Biology &amp; Epigenetics Lab, Department of Cellular, Computational, and Integrative Biology (CIBIO), University of Trento, 38123 Trento, Italy.
31515109	Romina	Belli	R	12	Mass Spectrometry and Proteomics Core Facility, CIBIO, University of Trento, 38123 Trento, Italy.
31515109	Stefano	Taverna	S	13	Neuroimmunology Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy.
31515109	Massimiliano	Andreazzoli	M	14	Cell and Developmental Biology Unit, Department of Biology, Pisa University, 56127 Pisa, Italy.
31515109	Alessio	Zippo	A	15	Istituto Nazionale di Genetica Molecolare &quot;Romeo ed Erica Invernizzi&quot; (INGM), 20122 Milan, Italy; Chromatin Biology &amp; Epigenetics Lab, Department of Cellular, Computational, and Integrative Biology (CIBIO), University of Trento, 38123 Trento, Italy. Electronic address: alessio.zippo@unitn.it.
31515109	Vania	Broccoli	V	16	Stem Cell and Neurogenesis Unit, Division of Neuroscience, San Raffaele Scientific Institute, 20132 Milan, Italy; CNR Institute of Neuroscience, 20129 Milan, Italy. Electronic address: broccoli.vania@hsr.it.
31495646	Benjamin	Scholl	B	1	Max Planck Florida Institute for Neuroscience, 1 Max Planck Way, Jupiter, FL 33458, USA. Electronic address: scholl.ben@gmail.com.
31495646	Daniel E	Wilson	DE	2	Harvard Medical School, Boston, MA 02115, USA.
31495646	Juliane	Jaepel	J	3	Max Planck Florida Institute for Neuroscience, 1 Max Planck Way, Jupiter, FL 33458, USA.
31495646	David	Fitzpatrick	D	4	Max Planck Florida Institute for Neuroscience, 1 Max Planck Way, Jupiter, FL 33458, USA.
31495645	David	Kleinfeld	D	1	Section of Neurobiology, University of California, San Diego, CA, USA; Department of Physics, University of California, San Diego, CA, USA. Electronic address: dk@physics.ucsd.edu.
31495645	Lan	Luan	L	2	Department of Biomedical Engineering, University of Texas, Austin, TX, USA.
31495645	Partha P	Mitra	PP	3	Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, USA.
31495645	Jacob T	Robinson	JT	4	Department of Electrical and Computer Engineering, Rice University, Houston, TX, USA.
31495645	Rahul	Sarpeshkar	R	5	Department of Engineering, Dartmouth, Hanover, NH, USA; Department of Microbiology and Immunology, Dartmouth, Hanover, NH, USA; Department of Molecular and Systems Biology, Dartmouth, Hanover, NH, USA; Department of Physics, Dartmouth, Hanover, NH, USA.
31495645	Kenneth	Shepard	K	6	Department of Electrical Engineering, Columbia University, New York, NY, USA.
31495645	Chong	Xie	C	7	Department of Biomedical Engineering, University of Texas, Austin, TX, USA.
31495645	Timothy D	Harris	TD	8	Howard Hughes Medical Institutes, Janelia Research Campus, Ashburn, VA, USA; Department of Bioengineering, Johns Hopkins University, Baltimore, MD, USA. Electronic address: harrist@janelia.hhmi.org.
31493975	Jackie L	Norrie	JL	1	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Marybeth S	Lupo	MS	2	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Beisi	Xu	B	3	Department of Computational Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Issam	Al Diri	I	4	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Marc	Valentine	M	5	Cytogenetics Shared Resource, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Daniel	Putnam	D	6	Department of Computational Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Lyra	Griffiths	L	7	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Jiakun	Zhang	J	8	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Dianna	Johnson	D	9	Department of Ophthalmology, University of Tennessee Health Science Center, Memphis, TN 38163, USA.
31493975	John	Easton	J	10	Department of Computational Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Ying	Shao	Y	11	Department of Computational Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Victoria	Honnell	V	12	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Sharon	Frase	S	13	Cellular Imaging Shared Resource, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Shondra	Miller	S	14	Department of Cell and Molecular Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Valerie	Stewart	V	15	Department of Developmental Neurobiology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
31493975	Xin	Zhou	X	16	Department of Computational Biology, St. Jude Children's Research Hospital, Memphis, TN 38105, USA.
